Time, NodeID, Gender, AgeYears, IPKey=Risk, NumIndividuals, NumInfected
38,2,M,80, Low,105,0
38,2,M,125, High,36,0
38,2,M,125, Low,32,0
38,2,F,40, High,1419,0
38,2,F,40, Low,641,0
38,2,F,80, High,233,0
38,2,F,80, Low,101,0
38,2,F,125, High,55,0
38,2,F,125, Low,17,0
38,1,M,40, High,390,1
38,1,M,40, Low,1621,64
38,1,M,80, High,78,0
38,1,M,80, Low,298,9
38,1,M,125, High,14,0
38,1,M,125, Low,67,1
38,1,F,40, High,440,0
38,1,F,40, Low,1625,65
38,1,F,80, High,69,0
38,1,F,80, Low,309,9
38,1,F,125, High,14,0
38,1,F,125, Low,75,3
39,2,M,40, High,1453,0
39,2,M,40, Low,630,0
39,2,M,80, High,278,0
39,2,M,80, Low,105,0
39,2,M,125, High,36,0
39,2,M,125, Low,32,0
39,2,F,40, High,1419,0
39,2,F,40, Low,641,0
39,2,F,80, High,233,0
39,2,F,80, Low,101,0
39,2,F,125, High,55,0
39,2,F,125, Low,17,0
39,1,M,40, High,390,0
39,1,M,40, Low,1621,62
39,1,M,80, High,78,0
39,1,M,80, Low,298,7
39,1,M,125, High,14,0
39,1,M,125, Low,67,1
39,1,F,40, High,440,0
39,1,F,40, Low,1624,65
39,1,F,80, High,69,0
39,1,F,80, Low,310,9
39,1,F,125, High,14,0
39,1,F,125, Low,75,3
40,2,M,40, High,1453,0
40,2,M,40, Low,630,0
40,2,M,80, High,278,0
40,2,M,80, Low,105,0
40,2,M,125, High,36,0
40,2,M,125, Low,32,0
40,2,F,40, High,1419,0
40,2,F,40, Low,641,0
40,2,F,80, High,233,0
40,2,F,80, Low,101,0
40,2,F,125, High,55,0
40,2,F,125, Low,17,0
40,1,M,40, High,390,0
40,1,M,40, Low,1621,59
40,1,M,80, High,78,0
40,1,M,80, Low,298,4
40,1,M,125, High,14,0
40,1,M,125, Low,67,1
40,1,F,40, High,440,0
40,1,F,40, Low,1624,64
40,1,F,80, High,69,0
40,1,F,80, Low,310,6
40,1,F,125, High,14,0
40,1,F,125, Low,75,3
41,2,M,40, High,1453,0
41,2,M,40, Low,630,0
41,2,M,80, High,278,0
41,2,M,80, Low,105,0
41,2,M,125, High,36,0
41,2,M,125, Low,32,0
41,2,F,40, High,1419,0
41,2,F,40, Low,641,0
41,2,F,80, High,233,0
41,2,F,80, Low,101,0
41,2,F,125, High,55,0
41,2,F,125, Low,17,0
41,1,M,40, High,390,0
41,1,M,40, Low,1621,60
41,1,M,80, High,78,0
41,1,M,80, Low,298,6
41,1,M,125, High,14,0
41,1,M,125, Low,67,0
41,1,F,40, High,440,0
41,1,F,40, Low,1624,61
41,1,F,80, High,69,0
41,1,F,80, Low,310,5
41,1,F,125, High,14,0
41,1,F,125, Low,75,2
42,2,M,40, High,1453,0
42,2,M,40, Low,630,0
42,2,M,80, High,278,0
42,2,M,80, Low,105,0
42,2,M,125, High,36,0
42,2,M,125, Low,32,0
42,2,F,40, High,1419,0
42,2,F,40, Low,641,0
42,2,F,80, High,233,0
42,2,F,80, Low,101,0
42,2,F,125, High,55,0
42,2,F,125, Low,17,0
42,1,M,40, High,390,0
42,1,M,40, Low,1621,56
42,1,M,80, High,78,0
42,1,M,80, Low,298,5
42,1,M,125, High,14,0
42,1,M,125, Low,67,3
42,1,F,40, High,440,0
42,1,F,40, Low,1624,58
42,1,F,80, High,69,0
42,1,F,80, Low,310,7
42,1,F,125, High,14,0
42,1,F,125, Low,75,0
43,2,M,40, High,1453,0
43,2,M,40, Low,630,0
43,2,M,80, High,278,0
43,2,M,80, Low,105,0
43,2,M,125, High,36,0
43,2,M,125, Low,32,0
43,2,F,40, High,1419,0
43,2,F,40, Low,641,0
43,2,F,80, High,233,0
43,2,F,80, Low,101,0
43,2,F,125, High,55,0
43,2,F,125, Low,17,0
43,1,M,40, High,390,0
43,1,M,40, Low,1621,51
43,1,M,80, High,78,0
43,1,M,80, Low,298,6
43,1,M,125, High,14,0
43,1,M,125, Low,67,3
43,1,F,40, High,440,0
43,1,F,40, Low,1624,55
43,1,F,80, High,69,0
43,1,F,80, Low,310,4
43,1,F,125, High,14,0
43,1,F,125, Low,75,0
44,2,M,40, High,1453,0
44,2,M,40, Low,630,0
44,2,M,80, High,278,0
44,2,M,80, Low,105,0
44,2,M,125, High,36,0
44,2,M,125, Low,32,0
44,2,F,40, High,1419,0
44,2,F,40, Low,641,0
44,2,F,80, High,233,0
44,2,F,80, Low,101,0
44,2,F,125, High,55,0
44,2,F,125, Low,17,0
44,1,M,40, High,390,0
44,1,M,40, Low,1621,56
44,1,M,80, High,78,0
44,1,M,80, Low,298,3
44,1,M,125, High,14,0
44,1,M,125, Low,67,0
44,1,F,40, High,440,0
44,1,F,40, Low,1624,45
44,1,F,80, High,69,0
44,1,F,80, Low,310,6
44,1,F,125, High,14,0
44,1,F,125, Low,75,2
45,2,M,40, High,1453,0
45,2,M,40, Low,630,0
45,2,M,80, High,278,0
45,2,M,80, Low,105,0
45,2,M,125, High,36,0
45,2,M,125, Low,32,0
45,2,F,40, High,1419,0
45,2,F,40, Low,641,0
45,2,F,80, High,233,0
45,2,F,80, Low,101,0
45,2,F,125, High,55,0
45,2,F,125, Low,17,0
45,1,M,40, High,390,0
45,1,M,40, Low,1621,40
45,1,M,80, High,78,0
45,1,M,80, Low,298,4
45,1,M,125, High,14,0
45,1,M,125, Low,67,1
45,1,F,40, High,440,0
45,1,F,40, Low,1624,46
45,1,F,80, High,69,0
45,1,F,80, Low,310,2
45,1,F,125, High,14,0
45,1,F,125, Low,75,3
46,2,M,40, High,1453,0
46,2,M,40, Low,630,0
46,2,M,80, High,278,0
46,2,M,80, Low,105,0
46,2,M,125, High,36,0
46,2,M,125, Low,32,0
46,2,F,40, High,1419,0
46,2,F,40, Low,641,0
46,2,F,80, High,233,0
46,2,F,80, Low,101,0
46,2,F,125, High,55,0
46,2,F,125, Low,17,0
46,1,M,40, High,390,0
46,1,M,40, Low,1621,39
46,1,M,80, High,78,0
46,1,M,80, Low,298,7
46,1,M,125, High,14,0
46,1,M,125, Low,67,1
46,1,F,40, High,440,0
46,1,F,40, Low,1624,46
46,1,F,80, High,69,0
46,1,F,80, Low,310,3
46,1,F,125, High,14,0
46,1,F,125, Low,75,4
47,2,M,40, High,1452,0
47,2,M,40, Low,630,0
47,2,M,80, High,279,0
47,2,M,80, Low,105,0
47,2,M,125, High,36,0
47,2,M,125, Low,32,0
47,2,F,40, High,1419,0
47,2,F,40, Low,641,0
47,2,F,80, High,233,0
47,2,F,80, Low,101,0
47,2,F,125, High,55,0
47,2,F,125, Low,17,0
47,1,M,40, High,390,0
47,1,M,40, Low,1621,38
47,1,M,80, High,78,0
47,1,M,80, Low,298,5
47,1,M,125, High,14,0
47,1,M,125, Low,67,1
47,1,F,40, High,440,0
47,1,F,40, Low,1624,37
47,1,F,80, High,69,0
47,1,F,80, Low,310,2
47,1,F,125, High,14,0
47,1,F,125, Low,75,4
48,2,M,40, High,1452,0
48,2,M,40, Low,630,0
48,2,M,80, High,279,0
48,2,M,80, Low,105,0
48,2,M,125, High,36,0
48,2,M,125, Low,32,0
48,2,F,40, High,1419,0
48,2,F,40, Low,640,0
48,2,F,80, High,233,0
48,2,F,80, Low,102,0
48,2,F,125, High,55,0
48,2,F,125, Low,17,0
48,1,M,40, High,390,0
48,1,M,40, Low,1621,32
48,1,M,80, High,78,0
48,1,M,80, Low,298,7
48,1,M,125, High,14,0
48,1,M,125, Low,67,0
48,1,F,40, High,440,0
48,1,F,40, Low,1624,35
48,1,F,80, High,69,0
48,1,F,80, Low,310,7
48,1,F,125, High,14,0
48,1,F,125, Low,75,2
49,2,M,40, High,1452,0
49,2,M,40, Low,630,0
49,2,M,80, High,279,0
49,2,M,80, Low,105,0
49,2,M,125, High,36,0
49,2,M,125, Low,32,0
49,2,F,40, High,1419,0
49,2,F,40, Low,640,0
49,2,F,80, High,233,0
49,2,F,80, Low,102,0
49,2,F,125, High,55,0
49,2,F,125, Low,17,0
49,1,M,40, High,390,0
49,1,M,40, Low,1621,34
49,1,M,80, High,78,0
49,1,M,80, Low,298,4
49,1,M,125, High,14,0
49,1,M,125, Low,67,0
49,1,F,40, High,440,0
49,1,F,40, Low,1624,29
49,1,F,80, High,69,0
49,1,F,80, Low,310,6
49,1,F,125, High,14,0
49,1,F,125, Low,75,0
50,2,M,40, High,1452,0
50,2,M,40, Low,630,0
50,2,M,80, High,279,0
50,2,M,80, Low,105,0
50,2,M,125, High,36,0
50,2,M,125, Low,32,0
50,2,F,40, High,1419,0
50,2,F,40, Low,640,0
50,2,F,80, High,233,0
50,2,F,80, Low,102,0
50,2,F,125, High,55,0
50,2,F,125, Low,17,0
50,1,M,40, High,390,0
50,1,M,40, Low,1621,29
50,1,M,80, High,78,0
50,1,M,80, Low,298,3
50,1,M,125, High,14,0
50,1,M,125, Low,67,0
50,1,F,40, High,440,0
50,1,F,40, Low,1624,21
50,1,F,80, High,69,0
50,1,F,80, Low,310,4
50,1,F,125, High,14,0
50,1,F,125, Low,75,1
51,2,M,40, High,1452,0
51,2,M,40, Low,630,0
51,2,M,80, High,279,0
51,2,M,80, Low,105,0
51,2,M,125, High,36,0
51,2,M,125, Low,32,0
51,2,F,40, High,1419,0
51,2,F,40, Low,640,0
51,2,F,80, High,233,0
51,2,F,80, Low,102,0
51,2,F,125, High,55,0
51,2,F,125, Low,17,0
51,1,M,40, High,390,0
51,1,M,40, Low,1621,19
51,1,M,80, High,78,0
51,1,M,80, Low,298,1
51,1,M,125, High,14,0
51,1,M,125, Low,67,2
51,1,F,40, High,440,0
51,1,F,40, Low,1624,26
51,1,F,80, High,69,0
51,1,F,80, Low,310,1
51,1,F,125, High,14,0
51,1,F,125, Low,75,1
52,2,M,40, High,1452,0
52,2,M,40, Low,630,0
52,2,M,80, High,279,0
52,2,M,80, Low,105,0
52,2,M,125, High,36,0
52,2,M,125, Low,32,0
52,2,F,40, High,1419,0
52,2,F,40, Low,640,0
52,2,F,80, High,233,0
52,2,F,80, Low,102,0
52,2,F,125, High,55,0
52,2,F,125, Low,17,0
52,1,M,40, High,390,0
52,1,M,40, Low,1621,19
52,1,M,80, High,78,0
52,1,M,80, Low,298,0
52,1,M,125, High,14,0
52,1,M,125, Low,67,1
52,1,F,40, High,440,0
52,1,F,40, Low,1624,26
52,1,F,80, High,69,0
52,1,F,80, Low,310,2
52,1,F,125, High,14,0
52,1,F,125, Low,75,1
53,2,M,40, High,1452,0
53,2,M,40, Low,630,0
53,2,M,80, High,279,0
53,2,M,80, Low,105,0
53,2,M,125, High,36,0
53,2,M,125, Low,32,0
53,2,F,40, High,1419,0
53,2,F,40, Low,640,0
53,2,F,80, High,233,0
53,2,F,80, Low,102,0
53,2,F,125, High,55,0
53,2,F,125, Low,17,0
53,1,M,40, High,390,0
53,1,M,40, Low,1621,23
53,1,M,80, High,78,0
53,1,M,80, Low,298,2
53,1,M,125, High,14,0
53,1,M,125, Low,67,0
53,1,F,40, High,440,0
53,1,F,40, Low,1624,26
53,1,F,80, High,69,0
53,1,F,80, Low,310,3
53,1,F,125, High,14,0
53,1,F,125, Low,75,1
54,2,M,40, High,1452,0
54,2,M,40, Low,630,0
54,2,M,80, High,278,0
54,2,M,80, Low,105,0
54,2,M,125, High,37,0
54,2,M,125, Low,32,0
54,2,F,40, High,1419,0
54,2,F,40, Low,640,0
54,2,F,80, High,233,0
54,2,F,80, Low,102,0
54,2,F,125, High,55,0
54,2,F,125, Low,17,0
54,1,M,40, High,390,0
54,1,M,40, Low,1620,23
54,1,M,80, High,78,0
54,1,M,80, Low,299,2
54,1,M,125, High,14,0
54,1,M,125, Low,67,0
54,1,F,40, High,440,0
54,1,F,40, Low,1624,25
54,1,F,80, High,69,0
54,1,F,80, Low,310,6
54,1,F,125, High,14,0
54,1,F,125, Low,75,2
55,2,M,40, High,1452,0
55,2,M,40, Low,630,0
55,2,M,80, High,278,0
55,2,M,80, Low,105,0
55,2,M,125, High,37,0
55,2,M,125, Low,32,0
55,2,F,40, High,1419,0
55,2,F,40, Low,640,0
55,2,F,80, High,233,0
55,2,F,80, Low,102,0
55,2,F,125, High,55,0
55,2,F,125, Low,17,0
55,1,M,40, High,390,0
55,1,M,40, Low,1620,23
55,1,M,80, High,78,0
55,1,M,80, Low,299,6
55,1,M,125, High,14,0
55,1,M,125, Low,67,1
55,1,F,40, High,440,0
55,1,F,40, Low,1624,22
55,1,F,80, High,69,0
55,1,F,80, Low,310,4
55,1,F,125, High,14,0
55,1,F,125, Low,75,2
56,2,M,40, High,1452,0
56,2,M,40, Low,630,0
56,2,M,80, High,278,0
56,2,M,80, Low,105,0
56,2,M,125, High,37,0
56,2,M,125, Low,32,0
56,2,F,40, High,1419,0
56,2,F,40, Low,640,0
56,2,F,80, High,233,0
56,2,F,80, Low,102,0
56,2,F,125, High,55,0
56,2,F,125, Low,17,0
56,1,M,40, High,390,0
56,1,M,40, Low,1620,14
56,1,M,80, High,78,0
56,1,M,80, Low,299,7
56,1,M,125, High,14,0
56,1,M,125, Low,67,0
56,1,F,40, High,440,0
56,1,F,40, Low,1624,18
56,1,F,80, High,69,0
56,1,F,80, Low,310,5
56,1,F,125, High,14,0
56,1,F,125, Low,75,0
57,2,M,40, High,1452,0
57,2,M,40, Low,630,0
57,2,M,80, High,278,0
57,2,M,80, Low,105,0
57,2,M,125, High,37,0
57,2,M,125, Low,32,0
57,2,F,40, High,1419,0
57,2,F,40, Low,640,0
57,2,F,80, High,233,0
57,2,F,80, Low,102,0
57,2,F,125, High,55,0
57,2,F,125, Low,17,0
57,1,M,40, High,390,0
57,1,M,40, Low,1620,14
57,1,M,80, High,78,0
57,1,M,80, Low,299,6
57,1,M,125, High,14,0
57,1,M,125, Low,67,0
57,1,F,40, High,440,0
57,1,F,40, Low,1623,20
57,1,F,80, High,69,0
57,1,F,80, Low,311,5
57,1,F,125, High,14,0
57,1,F,125, Low,75,0
58,2,M,40, High,1452,0
58,2,M,40, Low,630,0
58,2,M,80, High,278,0
58,2,M,80, Low,105,0
58,2,M,125, High,37,0
58,2,M,125, Low,32,0
58,2,F,40, High,1419,0
58,2,F,40, Low,640,0
58,2,F,80, High,233,0
58,2,F,80, Low,102,0
58,2,F,125, High,55,0
58,2,F,125, Low,17,0
58,1,M,40, High,390,0
58,1,M,40, Low,1620,11
58,1,M,80, High,78,0
58,1,M,80, Low,299,5
58,1,M,125, High,14,0
58,1,M,125, Low,67,0
58,1,F,40, High,440,1
58,1,F,40, Low,1623,18
58,1,F,80, High,69,0
58,1,F,80, Low,311,5
58,1,F,125, High,14,0
58,1,F,125, Low,75,0
59,2,M,40, High,1452,0
59,2,M,40, Low,630,0
59,2,M,80, High,278,0
59,2,M,80, Low,105,0
59,2,M,125, High,37,0
59,2,M,125, Low,32,0
59,2,F,40, High,1418,0
59,2,F,40, Low,640,0
59,2,F,80, High,234,0
59,2,F,80, Low,102,0
59,2,F,125, High,55,0
59,2,F,125, Low,17,0
59,1,M,40, High,390,0
59,1,M,40, Low,1620,13
59,1,M,80, High,78,0
59,1,M,80, Low,299,3
59,1,M,125, High,14,0
59,1,M,125, Low,67,0
59,1,F,40, High,440,1
59,1,F,40, Low,1623,15
59,1,F,80, High,69,0
59,1,F,80, Low,311,6
59,1,F,125, High,14,0
59,1,F,125, Low,75,1
60,2,M,40, High,1452,0
60,2,M,40, Low,630,0
60,2,M,80, High,278,0
60,2,M,80, Low,105,0
60,2,M,125, High,37,0
60,2,M,125, Low,32,0
60,2,F,40, High,1418,0
60,2,F,40, Low,640,0
60,2,F,80, High,234,0
60,2,F,80, Low,102,0
60,2,F,125, High,55,0
60,2,F,125, Low,17,0
60,1,M,40, High,390,0
60,1,M,40, Low,1620,11
60,1,M,80, High,78,0
60,1,M,80, Low,299,2
60,1,M,125, High,14,0
60,1,M,125, Low,67,0
60,1,F,40, High,440,1
60,1,F,40, Low,1623,17
60,1,F,80, High,69,0
60,1,F,80, Low,311,7
60,1,F,125, High,14,0
60,1,F,125, Low,75,2
61,2,M,40, High,1452,0
61,2,M,40, Low,630,0
61,2,M,80, High,278,0
61,2,M,80, Low,105,0
61,2,M,125, High,37,0
61,2,M,125, Low,32,0
61,2,F,40, High,1418,0
61,2,F,40, Low,640,0
61,2,F,80, High,234,0
61,2,F,80, Low,102,0
61,2,F,125, High,55,0
61,2,F,125, Low,17,0
61,1,M,40, High,390,0
61,1,M,40, Low,1620,8
61,1,M,80, High,78,0
61,1,M,80, Low,299,2
61,1,M,125, High,14,0
61,1,M,125, Low,67,0
61,1,F,40, High,440,1
61,1,F,40, Low,1623,21
61,1,F,80, High,69,0
61,1,F,80, Low,311,6
61,1,F,125, High,14,0
61,1,F,125, Low,75,1
62,2,M,40, High,1452,0
62,2,M,40, Low,630,0
62,2,M,80, High,278,0
62,2,M,80, Low,105,0
62,2,M,125, High,37,0
62,2,M,125, Low,32,0
62,2,F,40, High,1418,0
62,2,F,40, Low,640,0
62,2,F,80, High,234,0
62,2,F,80, Low,102,0
62,2,F,125, High,55,0
62,2,F,125, Low,17,0
62,1,M,40, High,389,0
62,1,M,40, Low,1620,9
62,1,M,80, High,79,0
62,1,M,80, Low,299,3
62,1,M,125, High,14,0
62,1,M,125, Low,67,0
62,1,F,40, High,440,1
62,1,F,40, Low,1623,21
62,1,F,80, High,69,0
62,1,F,80, Low,311,5
62,1,F,125, High,14,0
62,1,F,125, Low,75,0
63,2,M,40, High,1451,0
63,2,M,40, Low,630,0
63,2,M,80, High,279,0
63,2,M,80, Low,105,0
63,2,M,125, High,37,0
63,2,M,125, Low,32,0
63,2,F,40, High,1418,0
63,2,F,40, Low,640,0
63,2,F,80, High,234,0
63,2,F,80, Low,102,0
63,2,F,125, High,55,0
63,2,F,125, Low,17,0
63,1,M,40, High,389,0
63,1,M,40, Low,1620,7
63,1,M,80, High,79,0
63,1,M,80, Low,299,4
63,1,M,125, High,14,0
63,1,M,125, Low,67,0
63,1,F,40, High,440,1
63,1,F,40, Low,1623,13
63,1,F,80, High,69,0
63,1,F,80, Low,311,3
63,1,F,125, High,14,0
63,1,F,125, Low,75,1
64,2,M,40, High,1451,0
64,2,M,40, Low,630,0
64,2,M,80, High,279,0
64,2,M,80, Low,105,0
64,2,M,125, High,37,0
64,2,M,125, Low,32,0
64,2,F,40, High,1418,0
64,2,F,40, Low,640,0
64,2,F,80, High,234,0
64,2,F,80, Low,102,0
64,2,F,125, High,55,0
64,2,F,125, Low,17,0
64,1,M,40, High,389,0
64,1,M,40, Low,1620,9
64,1,M,80, High,79,0
64,1,M,80, Low,299,3
64,1,M,125, High,14,0
64,1,M,125, Low,67,0
64,1,F,40, High,440,1
64,1,F,40, Low,1623,12
64,1,F,80, High,69,0
64,1,F,80, Low,311,2
64,1,F,125, High,14,0
64,1,F,125, Low,75,1
65,2,M,40, High,1451,0
65,2,M,40, Low,630,0
65,2,M,80, High,279,0
65,2,M,80, Low,105,0
65,2,M,125, High,37,0
65,2,M,125, Low,32,0
65,2,F,40, High,1418,0
65,2,F,40, Low,640,0
65,2,F,80, High,234,0
65,2,F,80, Low,102,0
65,2,F,125, High,55,0
65,2,F,125, Low,17,0
65,1,M,40, High,389,0
65,1,M,40, Low,1620,7
65,1,M,80, High,79,0
65,1,M,80, Low,299,4
65,1,M,125, High,14,0
65,1,M,125, Low,67,0
65,1,F,40, High,440,1
65,1,F,40, Low,1623,7
65,1,F,80, High,69,0
65,1,F,80, Low,311,3
65,1,F,125, High,14,0
65,1,F,125, Low,75,1
66,2,M,40, High,1451,0
66,2,M,40, Low,630,0
66,2,M,80, High,279,0
66,2,M,80, Low,105,0
66,2,M,125, High,37,0
66,2,M,125, Low,32,0
66,2,F,40, High,1418,0
66,2,F,40, Low,640,0
66,2,F,80, High,234,0
66,2,F,80, Low,102,0
66,2,F,125, High,55,0
66,2,F,125, Low,17,0
66,1,M,40, High,389,0
66,1,M,40, Low,1620,5
66,1,M,80, High,79,0
66,1,M,80, Low,299,2
66,1,M,125, High,14,0
66,1,M,125, Low,67,0
66,1,F,40, High,440,1
66,1,F,40, Low,1623,8
66,1,F,80, High,69,0
66,1,F,80, Low,311,2
66,1,F,125, High,14,0
66,1,F,125, Low,75,1
67,2,M,40, High,1451,0
67,2,M,40, Low,630,0
67,2,M,80, High,279,0
67,2,M,80, Low,105,0
67,2,M,125, High,37,0
67,2,M,125, Low,32,0
67,2,F,40, High,1418,0
67,2,F,40, Low,640,0
67,2,F,80, High,234,0
67,2,F,80, Low,102,0
67,2,F,125, High,55,0
67,2,F,125, Low,17,0
67,1,M,40, High,389,0
67,1,M,40, Low,1620,5
67,1,M,80, High,79,0
67,1,M,80, Low,299,2
67,1,M,125, High,14,0
67,1,M,125, Low,67,0
67,1,F,40, High,440,0
67,1,F,40, Low,1623,10
67,1,F,80, High,69,0
67,1,F,80, Low,311,2
67,1,F,125, High,14,0
67,1,F,125, Low,75,0
68,2,M,40, High,1451,0
68,2,M,40, Low,630,0
68,2,M,80, High,279,0
68,2,M,80, Low,105,0
68,2,M,125, High,37,0
68,2,M,125, Low,32,0
68,2,F,40, High,1418,0
68,2,F,40, Low,640,0
68,2,F,80, High,234,0
68,2,F,80, Low,102,0
68,2,F,125, High,55,0
68,2,F,125, Low,17,0
68,1,M,40, High,389,0
68,1,M,40, Low,1620,4
68,1,M,80, High,79,0
68,1,M,80, Low,299,1
68,1,M,125, High,14,0
68,1,M,125, Low,67,0
68,1,F,40, High,440,0
68,1,F,40, Low,1623,7
68,1,F,80, High,69,0
68,1,F,80, Low,311,1
68,1,F,125, High,14,0
68,1,F,125, Low,75,0
69,2,M,40, High,1451,0
69,2,M,40, Low,630,0
69,2,M,80, High,279,0
69,2,M,80, Low,105,0
69,2,M,125, High,37,0
69,2,M,125, Low,32,0
69,2,F,40, High,1418,0
69,2,F,40, Low,640,0
69,2,F,80, High,234,0
69,2,F,80, Low,102,0
69,2,F,125, High,55,0
69,2,F,125, Low,17,0
69,1,M,40, High,388,0
69,1,M,40, Low,1620,3
69,1,M,80, High,80,0
69,1,M,80, Low,299,0
69,1,M,125, High,14,0
69,1,M,125, Low,67,0
69,1,F,40, High,440,0
69,1,F,40, Low,1623,9
69,1,F,80, High,69,0
69,1,F,80, Low,311,1
69,1,F,125, High,14,0
69,1,F,125, Low,75,1
70,2,M,40, High,1451,0
70,2,M,40, Low,630,0
70,2,M,80, High,279,0
70,2,M,80, Low,105,0
70,2,M,125, High,37,0
70,2,M,125, Low,32,0
70,2,F,40, High,1417,0
70,2,F,40, Low,640,0
70,2,F,80, High,235,0
70,2,F,80, Low,102,0
70,2,F,125, High,55,0
70,2,F,125, Low,17,0
70,1,M,40, High,388,0
70,1,M,40, Low,1620,4
70,1,M,80, High,80,0
70,1,M,80, Low,299,0
70,1,M,125, High,14,0
70,1,M,125, Low,67,0
70,1,F,40, High,440,0
70,1,F,40, Low,1623,9
70,1,F,80, High,69,0
70,1,F,80, Low,311,0
70,1,F,125, High,14,0
70,1,F,125, Low,75,1
71,2,M,40, High,1451,0
71,2,M,40, Low,630,0
71,2,M,80, High,279,0
71,2,M,80, Low,105,0
71,2,M,125, High,37,0
71,2,M,125, Low,32,0
71,2,F,40, High,1417,0
71,2,F,40, Low,640,0
71,2,F,80, High,235,0
71,2,F,80, Low,102,0
71,2,F,125, High,55,0
71,2,F,125, Low,17,0
71,1,M,40, High,388,0
71,1,M,40, Low,1619,1
71,1,M,80, High,80,0
71,1,M,80, Low,300,0
71,1,M,125, High,14,0
71,1,M,125, Low,67,0
71,1,F,40, High,440,0
71,1,F,40, Low,1623,7
71,1,F,80, High,69,0
71,1,F,80, Low,311,0
71,1,F,125, High,14,0
71,1,F,125, Low,75,1
72,2,M,40, High,1451,0
72,2,M,40, Low,630,0
72,2,M,80, High,279,0
72,2,M,80, Low,105,0
72,2,M,125, High,37,0
72,2,M,125, Low,32,0
72,2,F,40, High,1417,0
72,2,F,40, Low,640,0
72,2,F,80, High,235,0
72,2,F,80, Low,102,0
72,2,F,125, High,55,0
72,2,F,125, Low,17,0
72,1,M,40, High,388,0
72,1,M,40, Low,1619,2
72,1,M,80, High,80,0
72,1,M,80, Low,300,2
72,1,M,125, High,14,0
72,1,M,125, Low,67,0
72,1,F,40, High,440,0
72,1,F,40, Low,1623,6
72,1,F,80, High,69,0
72,1,F,80, Low,311,0
72,1,F,125, High,14,0
72,1,F,125, Low,75,1
73,2,M,40, High,1451,0
73,2,M,40, Low,630,0
73,2,M,80, High,279,0
73,2,M,80, Low,105,0
73,2,M,125, High,37,0
73,2,M,125, Low,32,0
73,2,F,40, High,1417,0
73,2,F,40, Low,640,0
73,2,F,80, High,235,0
73,2,F,80, Low,102,0
73,2,F,125, High,55,0
73,2,F,125, Low,17,0
73,1,M,40, High,388,0
73,1,M,40, Low,1619,3
73,1,M,80, High,80,0
73,1,M,80, Low,300,1
73,1,M,125, High,14,0
73,1,M,125, Low,67,0
73,1,F,40, High,440,0
73,1,F,40, Low,1622,5
73,1,F,80, High,69,0
73,1,F,80, Low,312,0
73,1,F,125, High,14,0
73,1,F,125, Low,75,1
74,2,M,40, High,1450,0
74,2,M,40, Low,630,0
74,2,M,80, High,280,0
74,2,M,80, Low,105,0
74,2,M,125, High,37,0
74,2,M,125, Low,32,0
74,2,F,40, High,1417,0
74,2,F,40, Low,640,0
74,2,F,80, High,235,0
74,2,F,80, Low,102,0
74,2,F,125, High,55,0
74,2,F,125, Low,17,0
74,1,M,40, High,388,0
74,1,M,40, Low,1619,4
74,1,M,80, High,80,0
74,1,M,80, Low,300,1
74,1,M,125, High,14,0
74,1,M,125, Low,67,0
74,1,F,40, High,440,0
74,1,F,40, Low,1622,4
74,1,F,80, High,69,0
74,1,F,80, Low,312,0
74,1,F,125, High,14,0
74,1,F,125, Low,75,1
75,2,M,40, High,1450,48
75,2,M,40, Low,630,0
75,2,M,80, High,280,13
75,2,M,80, Low,105,1
75,2,M,125, High,37,3
75,2,M,125, Low,32,0
75,2,F,40, High,1417,56
75,2,F,40, Low,640,1
75,2,F,80, High,235,9
75,2,F,80, Low,102,0
75,2,F,125, High,55,1
75,2,F,125, Low,17,0
75,1,M,40, High,388,0
75,1,M,40, Low,1619,3
75,1,M,80, High,80,0
75,1,M,80, Low,300,1
75,1,M,125, High,14,0
75,1,M,125, Low,67,0
75,1,F,40, High,440,0
75,1,F,40, Low,1622,4
75,1,F,80, High,69,0
75,1,F,80, Low,312,0
75,1,F,125, High,14,0
75,1,F,125, Low,75,0
76,2,M,40, High,1450,29
76,2,M,40, Low,630,2
76,2,M,80, High,280,8
76,2,M,80, Low,105,2
76,2,M,125, High,37,1
