Time, NodeID, Gender, AgeYears, IPKey=Risk, NumIndividuals, NumInfected
113,2,F,125, Low,18,0
113,1,M,40, High,387,0
113,1,M,40, Low,1618,0
113,1,M,80, High,81,0
113,1,M,80, Low,301,0
113,1,M,125, High,14,0
113,1,M,125, Low,67,0
113,1,F,40, High,440,0
113,1,F,40, Low,1620,0
113,1,F,80, High,69,0
113,1,F,80, Low,313,0
113,1,F,125, High,14,0
113,1,F,125, Low,76,0
114,2,M,40, High,1450,6
114,2,M,40, Low,629,3
114,2,M,80, High,280,0
114,2,M,80, Low,105,0
114,2,M,125, High,37,0
114,2,M,125, Low,33,1
114,2,F,40, High,1417,6
114,2,F,40, Low,637,3
114,2,F,80, High,235,0
114,2,F,80, Low,104,2
114,2,F,125, High,55,0
114,2,F,125, Low,18,0
114,1,M,40, High,387,0
114,1,M,40, Low,1618,0
114,1,M,80, High,81,0
114,1,M,80, Low,301,0
114,1,M,125, High,14,0
114,1,M,125, Low,67,0
114,1,F,40, High,440,0
114,1,F,40, Low,1620,0
114,1,F,80, High,69,0
114,1,F,80, Low,313,0
114,1,F,125, High,14,0
114,1,F,125, Low,76,0
115,2,M,40, High,1450,7
115,2,M,40, Low,629,4
115,2,M,80, High,280,0
115,2,M,80, Low,105,0
115,2,M,125, High,37,0
115,2,M,125, Low,33,0
115,2,F,40, High,1417,5
115,2,F,40, Low,637,2
115,2,F,80, High,235,0
115,2,F,80, Low,104,2
115,2,F,125, High,55,0
115,2,F,125, Low,18,0
115,1,M,40, High,387,0
115,1,M,40, Low,1618,0
115,1,M,80, High,81,0
115,1,M,80, Low,301,0
115,1,M,125, High,14,0
115,1,M,125, Low,67,0
115,1,F,40, High,440,0
115,1,F,40, Low,1620,0
115,1,F,80, High,69,0
115,1,F,80, Low,313,0
115,1,F,125, High,14,0
115,1,F,125, Low,76,0
116,2,M,40, High,1450,7
116,2,M,40, Low,629,3
116,2,M,80, High,280,0
116,2,M,80, Low,105,0
116,2,M,125, High,37,0
116,2,M,125, Low,33,0
116,2,F,40, High,1417,6
116,2,F,40, Low,637,2
116,2,F,80, High,235,0
116,2,F,80, Low,104,2
116,2,F,125, High,55,0
116,2,F,125, Low,18,0
116,1,M,40, High,387,0
116,1,M,40, Low,1618,0
116,1,M,80, High,81,0
116,1,M,80, Low,301,0
116,1,M,125, High,14,0
116,1,M,125, Low,67,0
116,1,F,40, High,440,0
116,1,F,40, Low,1620,0
116,1,F,80, High,69,0
116,1,F,80, Low,313,0
116,1,F,125, High,14,0
116,1,F,125, Low,76,0
117,2,M,40, High,1450,6
117,2,M,40, Low,629,4
117,2,M,80, High,280,0
117,2,M,80, Low,105,0
117,2,M,125, High,37,0
117,2,M,125, Low,33,0
117,2,F,40, High,1417,5
117,2,F,40, Low,637,2
117,2,F,80, High,235,0
117,2,F,80, Low,104,1
117,2,F,125, High,55,0
117,2,F,125, Low,18,0
117,1,M,40, High,387,0
117,1,M,40, Low,1618,0
117,1,M,80, High,81,0
117,1,M,80, Low,301,0
117,1,M,125, High,14,0
117,1,M,125, Low,67,0
117,1,F,40, High,440,0
117,1,F,40, Low,1620,0
117,1,F,80, High,69,0
117,1,F,80, Low,313,0
117,1,F,125, High,14,0
117,1,F,125, Low,76,0
118,2,M,40, High,1450,8
118,2,M,40, Low,629,3
118,2,M,80, High,280,0
118,2,M,80, Low,105,0
118,2,M,125, High,37,0
118,2,M,125, Low,33,0
118,2,F,40, High,1416,7
118,2,F,40, Low,637,1
118,2,F,80, High,236,0
118,2,F,80, Low,104,1
118,2,F,125, High,55,0
118,2,F,125, Low,18,0
118,1,M,40, High,387,0
118,1,M,40, Low,1617,0
118,1,M,80, High,81,0
118,1,M,80, Low,302,0
118,1,M,125, High,14,0
118,1,M,125, Low,67,0
118,1,F,40, High,440,0
118,1,F,40, Low,1620,0
118,1,F,80, High,69,0
118,1,F,80, Low,313,0
118,1,F,125, High,14,0
118,1,F,125, Low,76,0
119,2,M,40, High,1450,7
119,2,M,40, Low,629,2
119,2,M,80, High,280,2
119,2,M,80, Low,105,0
119,2,M,125, High,37,0
119,2,M,125, Low,33,0
119,2,F,40, High,1416,6
119,2,F,40, Low,637,1
119,2,F,80, High,236,0
119,2,F,80, Low,104,1
119,2,F,125, High,55,0
119,2,F,125, Low,18,0
119,1,M,40, High,387,0
119,1,M,40, Low,1617,0
119,1,M,80, High,81,0
119,1,M,80, Low,302,0
119,1,M,125, High,14,0
119,1,M,125, Low,67,0
119,1,F,40, High,440,0
119,1,F,40, Low,1620,0
119,1,F,80, High,69,0
119,1,F,80, Low,313,0
119,1,F,125, High,14,0
119,1,F,125, Low,76,0
120,2,M,40, High,1450,7
120,2,M,40, Low,629,2
120,2,M,80, High,280,3
120,2,M,80, Low,105,0
120,2,M,125, High,37,0
120,2,M,125, Low,33,0
120,2,F,40, High,1416,4
120,2,F,40, Low,637,0
120,2,F,80, High,236,0
120,2,F,80, Low,104,0
120,2,F,125, High,55,0
120,2,F,125, Low,18,0
120,1,M,40, High,387,0
120,1,M,40, Low,1617,0
120,1,M,80, High,81,0
120,1,M,80, Low,302,0
120,1,M,125, High,14,0
120,1,M,125, Low,67,0
120,1,F,40, High,440,0
120,1,F,40, Low,1620,0
120,1,F,80, High,69,0
120,1,F,80, Low,313,0
120,1,F,125, High,14,0
120,1,F,125, Low,76,0
121,2,M,40, High,1449,5
121,2,M,40, Low,629,1
121,2,M,80, High,281,2
121,2,M,80, Low,105,0
121,2,M,125, High,37,0
121,2,M,125, Low,33,0
121,2,F,40, High,1416,4
121,2,F,40, Low,637,0
121,2,F,80, High,236,0
121,2,F,80, Low,104,0
121,2,F,125, High,55,0
121,2,F,125, Low,18,0
121,1,M,40, High,387,0
121,1,M,40, Low,1617,0
121,1,M,80, High,81,0
121,1,M,80, Low,302,0
121,1,M,125, High,14,0
121,1,M,125, Low,67,0
121,1,F,40, High,440,0
121,1,F,40, Low,1620,0
121,1,F,80, High,69,0
121,1,F,80, Low,313,0
121,1,F,125, High,14,0
121,1,F,125, Low,76,0
122,2,M,40, High,1449,4
122,2,M,40, Low,629,0
122,2,M,80, High,281,2
122,2,M,80, Low,105,0
122,2,M,125, High,37,0
122,2,M,125, Low,33,0
122,2,F,40, High,1416,5
122,2,F,40, Low,637,0
122,2,F,80, High,236,0
122,2,F,80, Low,104,0
122,2,F,125, High,55,0
122,2,F,125, Low,18,0
122,1,M,40, High,387,0
122,1,M,40, Low,1616,0
122,1,M,80, High,81,0
122,1,M,80, Low,303,0
122,1,M,125, High,14,0
122,1,M,125, Low,67,0
122,1,F,40, High,440,0
122,1,F,40, Low,1620,0
122,1,F,80, High,69,0
122,1,F,80, Low,313,0
122,1,F,125, High,14,0
122,1,F,125, Low,76,0
123,2,M,40, High,1449,2
123,2,M,40, Low,629,0
123,2,M,80, High,281,2
123,2,M,80, Low,105,0
123,2,M,125, High,37,0
123,2,M,125, Low,33,0
123,2,F,40, High,1416,4
123,2,F,40, Low,637,0
123,2,F,80, High,236,0
123,2,F,80, Low,104,0
123,2,F,125, High,55,0
123,2,F,125, Low,18,0
123,1,M,40, High,386,0
123,1,M,40, Low,1616,0
123,1,M,80, High,82,0
123,1,M,80, Low,303,0
123,1,M,125, High,14,0
123,1,M,125, Low,67,0
123,1,F,40, High,440,0
123,1,F,40, Low,1620,0
123,1,F,80, High,69,0
123,1,F,80, Low,313,0
123,1,F,125, High,14,0
123,1,F,125, Low,76,0
124,2,M,40, High,1449,1
124,2,M,40, Low,629,0
124,2,M,80, High,281,1
124,2,M,80, Low,105,0
124,2,M,125, High,37,0
124,2,M,125, Low,33,0
124,2,F,40, High,1416,1
124,2,F,40, Low,637,0
124,2,F,80, High,236,0
124,2,F,80, Low,104,0
124,2,F,125, High,55,0
124,2,F,125, Low,18,0
124,1,M,40, High,386,0
124,1,M,40, Low,1616,0
124,1,M,80, High,82,0
124,1,M,80, Low,303,0
124,1,M,125, High,14,0
124,1,M,125, Low,67,0
124,1,F,40, High,440,0
124,1,F,40, Low,1620,0
124,1,F,80, High,69,0
124,1,F,80, Low,313,0
124,1,F,125, High,14,0
124,1,F,125, Low,76,0
125,2,M,40, High,1449,0
125,2,M,40, Low,629,0
125,2,M,80, High,281,0
125,2,M,80, Low,105,0
125,2,M,125, High,37,0
125,2,M,125, Low,33,0
125,2,F,40, High,1416,0
125,2,F,40, Low,636,0
125,2,F,80, High,236,0
125,2,F,80, Low,105,0
125,2,F,125, High,55,0
125,2,F,125, Low,18,0
125,1,M,40, High,386,0
125,1,M,40, Low,1616,0
125,1,M,80, High,82,0
125,1,M,80, Low,303,0
125,1,M,125, High,14,0
125,1,M,125, Low,67,0
125,1,F,40, High,440,0
125,1,F,40, Low,1620,0
125,1,F,80, High,69,0
125,1,F,80, Low,313,0
125,1,F,125, High,14,0
125,1,F,125, Low,76,0
126,2,M,40, High,1449,0
126,2,M,40, Low,629,0
126,2,M,80, High,281,0
126,2,M,80, Low,105,0
126,2,M,125, High,37,0
126,2,M,125, Low,33,0
126,2,F,40, High,1416,0
126,2,F,40, Low,636,0
126,2,F,80, High,236,0
126,2,F,80, Low,105,0
126,2,F,125, High,55,0
126,2,F,125, Low,18,0
126,1,M,40, High,386,0
126,1,M,40, Low,1616,0
126,1,M,80, High,82,0
126,1,M,80, Low,303,0
126,1,M,125, High,14,0
126,1,M,125, Low,67,0
126,1,F,40, High,440,0
126,1,F,40, Low,1620,0
126,1,F,80, High,69,0
126,1,F,80, Low,313,0
126,1,F,125, High,14,0
126,1,F,125, Low,76,0
127,2,M,40, High,1449,0
127,2,M,40, Low,629,0
127,2,M,80, High,281,0
127,2,M,80, Low,105,0
127,2,M,125, High,37,0
127,2,M,125, Low,33,0
127,2,F,40, High,1416,0
127,2,F,40, Low,636,0
127,2,F,80, High,236,0
127,2,F,80, Low,104,0
127,2,F,125, High,55,0
127,2,F,125, Low,19,0
127,1,M,40, High,386,0
127,1,M,40, Low,1616,0
127,1,M,80, High,82,0
127,1,M,80, Low,303,0
127,1,M,125, High,14,0
127,1,M,125, Low,67,0
127,1,F,40, High,440,0
127,1,F,40, Low,1620,0
127,1,F,80, High,69,0
127,1,F,80, Low,313,0
127,1,F,125, High,14,0
127,1,F,125, Low,76,0
128,2,M,40, High,1449,0
128,2,M,40, Low,629,0
128,2,M,80, High,281,0
128,2,M,80, Low,105,0
128,2,M,125, High,37,0
128,2,M,125, Low,33,0
128,2,F,40, High,1416,0
128,2,F,40, Low,636,0
128,2,F,80, High,236,0
128,2,F,80, Low,104,0
128,2,F,125, High,55,0
128,2,F,125, Low,19,0
128,1,M,40, High,386,0
128,1,M,40, Low,1616,0
128,1,M,80, High,82,0
128,1,M,80, Low,303,0
128,1,M,125, High,14,0
128,1,M,125, Low,67,0
128,1,F,40, High,440,0
128,1,F,40, Low,1620,0
128,1,F,80, High,69,0
128,1,F,80, Low,313,0
128,1,F,125, High,14,0
128,1,F,125, Low,76,0
129,2,M,40, High,1449,0
129,2,M,40, Low,629,0
129,2,M,80, High,281,0
129,2,M,80, Low,105,0
129,2,M,125, High,37,0
129,2,M,125, Low,33,0
129,2,F,40, High,1416,0
129,2,F,40, Low,636,0
129,2,F,80, High,236,0
129,2,F,80, Low,104,0
129,2,F,125, High,55,0
129,2,F,125, Low,19,0
129,1,M,40, High,386,0
129,1,M,40, Low,1616,0
129,1,M,80, High,82,0
129,1,M,80, Low,303,0
129,1,M,125, High,14,0
129,1,M,125, Low,67,0
129,1,F,40, High,440,0
129,1,F,40, Low,1620,0
129,1,F,80, High,69,0
129,1,F,80, Low,313,0
129,1,F,125, High,14,0
129,1,F,125, Low,76,0
130,2,M,40, High,1449,0
130,2,M,40, Low,629,0
130,2,M,80, High,281,0
130,2,M,80, Low,105,0
130,2,M,125, High,37,0
130,2,M,125, Low,33,0
130,2,F,40, High,1416,0
130,2,F,40, Low,636,0
130,2,F,80, High,236,0
130,2,F,80, Low,104,0
130,2,F,125, High,55,0
130,2,F,125, Low,19,0
130,1,M,40, High,386,0
130,1,M,40, Low,1616,0
130,1,M,80, High,82,0
130,1,M,80, Low,303,0
130,1,M,125, High,14,0
130,1,M,125, Low,67,0
130,1,F,40, High,440,0
130,1,F,40, Low,1620,0
130,1,F,80, High,69,0
130,1,F,80, Low,313,0
130,1,F,125, High,14,0
130,1,F,125, Low,76,0
131,2,M,40, High,1449,0
131,2,M,40, Low,629,0
131,2,M,80, High,281,0
131,2,M,80, Low,105,0
131,2,M,125, High,37,0
131,2,M,125, Low,33,0
131,2,F,40, High,1416,0
131,2,F,40, Low,636,0
131,2,F,80, High,236,0
131,2,F,80, Low,104,0
131,2,F,125, High,55,0
131,2,F,125, Low,19,0
131,1,M,40, High,386,0
131,1,M,40, Low,1616,0
131,1,M,80, High,82,0
131,1,M,80, Low,303,0
131,1,M,125, High,14,0
131,1,M,125, Low,67,0
131,1,F,40, High,440,0
131,1,F,40, Low,1620,0
131,1,F,80, High,69,0
131,1,F,80, Low,313,0
131,1,F,125, High,14,0
131,1,F,125, Low,76,0
132,2,M,40, High,1449,0
132,2,M,40, Low,629,0
132,2,M,80, High,281,0
132,2,M,80, Low,105,0
132,2,M,125, High,37,0
132,2,M,125, Low,33,0
132,2,F,40, High,1416,0
132,2,F,40, Low,636,0
132,2,F,80, High,236,0
132,2,F,80, Low,104,0
132,2,F,125, High,55,0
132,2,F,125, Low,19,0
132,1,M,40, High,386,0
132,1,M,40, Low,1616,0
132,1,M,80, High,82,0
132,1,M,80, Low,303,0
132,1,M,125, High,14,0
132,1,M,125, Low,67,0
132,1,F,40, High,440,0
132,1,F,40, Low,1620,0
132,1,F,80, High,69,0
132,1,F,80, Low,313,0
132,1,F,125, High,14,0
132,1,F,125, Low,76,0
133,2,M,40, High,1449,0
133,2,M,40, Low,629,0
133,2,M,80, High,281,0
133,2,M,80, Low,105,0
133,2,M,125, High,37,0
133,2,M,125, Low,33,0
133,2,F,40, High,1416,0
133,2,F,40, Low,636,0
133,2,F,80, High,236,0
133,2,F,80, Low,104,0
133,2,F,125, High,55,0
133,2,F,125, Low,19,0
133,1,M,40, High,386,0
133,1,M,40, Low,1616,0
133,1,M,80, High,82,0
133,1,M,80, Low,302,0
133,1,M,125, High,14,0
133,1,M,125, Low,68,0
133,1,F,40, High,440,0
133,1,F,40, Low,1620,0
133,1,F,80, High,69,0
133,1,F,80, Low,313,0
133,1,F,125, High,14,0
133,1,F,125, Low,76,0
134,2,M,40, High,1449,0
134,2,M,40, Low,629,0
134,2,M,80, High,281,0
134,2,M,80, Low,105,0
134,2,M,125, High,37,0
134,2,M,125, Low,33,0
134,2,F,40, High,1416,0
134,2,F,40, Low,636,0
134,2,F,80, High,236,0
134,2,F,80, Low,104,0
134,2,F,125, High,55,0
134,2,F,125, Low,19,0
134,1,M,40, High,386,0
134,1,M,40, Low,1616,0
134,1,M,80, High,82,0
134,1,M,80, Low,302,0
134,1,M,125, High,14,0
134,1,M,125, Low,68,0
134,1,F,40, High,440,0
134,1,F,40, Low,1620,0
134,1,F,80, High,69,0
134,1,F,80, Low,313,0
134,1,F,125, High,14,0
134,1,F,125, Low,76,0
135,2,M,40, High,1449,0
135,2,M,40, Low,629,0
135,2,M,80, High,281,0
135,2,M,80, Low,105,0
135,2,M,125, High,37,0
135,2,M,125, Low,33,0
135,2,F,40, High,1416,0
135,2,F,40, Low,636,0
135,2,F,80, High,236,0
135,2,F,80, Low,104,0
135,2,F,125, High,55,0
135,2,F,125, Low,19,0
135,1,M,40, High,386,0
135,1,M,40, Low,1616,0
135,1,M,80, High,82,0
135,1,M,80, Low,302,0
135,1,M,125, High,14,0
135,1,M,125, Low,68,0
135,1,F,40, High,440,0
135,1,F,40, Low,1620,0
135,1,F,80, High,69,0
135,1,F,80, Low,313,0
135,1,F,125, High,14,0
135,1,F,125, Low,76,0
136,2,M,40, High,1449,0
136,2,M,40, Low,629,0
136,2,M,80, High,281,0
136,2,M,80, Low,105,0
136,2,M,125, High,37,0
136,2,M,125, Low,33,0
136,2,F,40, High,1416,0
136,2,F,40, Low,636,0
136,2,F,80, High,236,0
136,2,F,80, Low,104,0
136,2,F,125, High,55,0
136,2,F,125, Low,19,0
136,1,M,40, High,386,0
136,1,M,40, Low,1616,0
136,1,M,80, High,82,0
136,1,M,80, Low,302,0
136,1,M,125, High,14,0
136,1,M,125, Low,68,0
136,1,F,40, High,440,0
136,1,F,40, Low,1620,0
136,1,F,80, High,69,0
136,1,F,80, Low,313,0
136,1,F,125, High,14,0
136,1,F,125, Low,76,0
137,2,M,40, High,1449,0
137,2,M,40, Low,629,0
137,2,M,80, High,281,0
137,2,M,80, Low,105,0
137,2,M,125, High,37,0
137,2,M,125, Low,33,0
137,2,F,40, High,1416,0
137,2,F,40, Low,636,0
137,2,F,80, High,236,0
137,2,F,80, Low,104,0
137,2,F,125, High,55,0
137,2,F,125, Low,19,0
137,1,M,40, High,386,0
137,1,M,40, Low,1616,0
137,1,M,80, High,82,0
137,1,M,80, Low,302,0
137,1,M,125, High,14,0
137,1,M,125, Low,68,0
137,1,F,40, High,440,0
137,1,F,40, Low,1620,0
137,1,F,80, High,69,0
137,1,F,80, Low,313,0
137,1,F,125, High,14,0
137,1,F,125, Low,76,0
138,2,M,40, High,1449,0
138,2,M,40, Low,629,0
138,2,M,80, High,281,0
138,2,M,80, Low,105,0
138,2,M,125, High,37,0
138,2,M,125, Low,33,0
138,2,F,40, High,1416,0
138,2,F,40, Low,636,0
138,2,F,80, High,236,0
138,2,F,80, Low,104,0
138,2,F,125, High,55,0
138,2,F,125, Low,19,0
138,1,M,40, High,386,0
138,1,M,40, Low,1616,0
138,1,M,80, High,82,0
138,1,M,80, Low,302,0
138,1,M,125, High,14,0
138,1,M,125, Low,68,0
138,1,F,40, High,440,0
138,1,F,40, Low,1620,0
138,1,F,80, High,69,0
138,1,F,80, Low,313,0
138,1,F,125, High,14,0
138,1,F,125, Low,76,0
139,2,M,40, High,1449,0
139,2,M,40, Low,629,0
139,2,M,80, High,281,0
139,2,M,80, Low,105,0
139,2,M,125, High,37,0
139,2,M,125, Low,33,0
139,2,F,40, High,1416,0
139,2,F,40, Low,636,0
139,2,F,80, High,236,0
139,2,F,80, Low,104,0
139,2,F,125, High,55,0
139,2,F,125, Low,19,0
139,1,M,40, High,386,0
139,1,M,40, Low,1616,0
139,1,M,80, High,82,0
139,1,M,80, Low,302,0
139,1,M,125, High,14,0
139,1,M,125, Low,68,0
139,1,F,40, High,440,0
139,1,F,40, Low,1620,0
139,1,F,80, High,69,0
139,1,F,80, Low,313,0
139,1,F,125, High,14,0
139,1,F,125, Low,76,0
140,2,M,40, High,1449,0
140,2,M,40, Low,629,0
140,2,M,80, High,281,0
140,2,M,80, Low,105,0
140,2,M,125, High,37,0
140,2,M,125, Low,33,0
140,2,F,40, High,1416,0
140,2,F,40, Low,636,0
140,2,F,80, High,236,0
140,2,F,80, Low,104,0
140,2,F,125, High,55,0
140,2,F,125, Low,19,0
140,1,M,40, High,386,0
140,1,M,40, Low,1616,0
140,1,M,80, High,82,0
140,1,M,80, Low,302,0
140,1,M,125, High,14,0
140,1,M,125, Low,68,0
140,1,F,40, High,440,0
140,1,F,40, Low,1620,0
140,1,F,80, High,69,0
140,1,F,80, Low,313,0
140,1,F,125, High,14,0
140,1,F,125, Low,76,0
141,2,M,40, High,1449,0
141,2,M,40, Low,629,0
141,2,M,80, High,281,0
141,2,M,80, Low,105,0
141,2,M,125, High,37,0
141,2,M,125, Low,33,0
141,2,F,40, High,1416,0
141,2,F,40, Low,636,0
141,2,F,80, High,236,0
141,2,F,80, Low,104,0
141,2,F,125, High,55,0
141,2,F,125, Low,19,0
141,1,M,40, High,386,0
141,1,M,40, Low,1616,0
141,1,M,80, High,82,0
141,1,M,80, Low,302,0
141,1,M,125, High,14,0
141,1,M,125, Low,68,0
141,1,F,40, High,440,0
141,1,F,40, Low,1620,0
141,1,F,80, High,69,0
141,1,F,80, Low,313,0
141,1,F,125, High,14,0
141,1,F,125, Low,76,0
142,2,M,40, High,1449,0
142,2,M,40, Low,629,0
142,2,M,80, High,281,0
142,2,M,80, Low,105,0
142,2,M,125, High,37,0
142,2,M,125, Low,33,0
142,2,F,40, High,1416,0
142,2,F,40, Low,636,0
142,2,F,80, High,236,0
142,2,F,80, Low,104,0
142,2,F,125, High,55,0
142,2,F,125, Low,19,0
142,1,M,40, High,386,0
142,1,M,40, Low,1616,0
142,1,M,80, High,82,0
142,1,M,80, Low,302,0
142,1,M,125, High,14,0
142,1,M,125, Low,68,0
142,1,F,40, High,440,0
142,1,F,40, Low,1620,0
142,1,F,80, High,69,0
142,1,F,80, Low,313,0
142,1,F,125, High,14,0
142,1,F,125, Low,76,0
143,2,M,40, High,1448,0
143,2,M,40, Low,629,0
143,2,M,80, High,282,0
143,2,M,80, Low,105,0
143,2,M,125, High,37,0
143,2,M,125, Low,33,0
143,2,F,40, High,1416,0
143,2,F,40, Low,636,0
143,2,F,80, High,236,0
143,2,F,80, Low,104,0
143,2,F,125, High,55,0
143,2,F,125, Low,19,0
143,1,M,40, High,386,0
143,1,M,40, Low,1616,0
143,1,M,80, High,82,0
143,1,M,80, Low,302,0
143,1,M,125, High,14,0
143,1,M,125, Low,68,0
143,1,F,40, High,440,0
143,1,F,40, Low,1620,0
143,1,F,80, High,69,0
143,1,F,80, Low,313,0
143,1,F,125, High,14,0
143,1,F,125, Low,76,0
144,2,M,40, High,1448,0
144,2,M,40, Low,629,0
144,2,M,80, High,282,0
144,2,M,80, Low,105,0
144,2,M,125, High,37,0
144,2,M,125, Low,33,0
144,2,F,40, High,1415,0
144,2,F,40, Low,636,0
144,2,F,80, High,237,0
144,2,F,80, Low,104,0
144,2,F,125, High,55,0
144,2,F,125, Low,19,0
144,1,M,40, High,386,0
144,1,M,40, Low,1615,0
144,1,M,80, High,82,0
144,1,M,80, Low,303,0
144,1,M,125, High,14,0
144,1,M,125, Low,68,0
144,1,F,40, High,440,0
144,1,F,40, Low,1620,0
144,1,F,80, High,69,0
144,1,F,80, Low,313,0
144,1,F,125, High,14,0
144,1,F,125, Low,76,0
145,2,M,40, High,1448,0
145,2,M,40, Low,629,0
145,2,M,80, High,282,0
145,2,M,80, Low,105,0
145,2,M,125, High,37,0
145,2,M,125, Low,33,0
145,2,F,40, High,1415,0
145,2,F,40, Low,636,0
145,2,F,80, High,237,0
145,2,F,80, Low,104,0
145,2,F,125, High,55,0
145,2,F,125, Low,19,0
145,1,M,40, High,386,0
145,1,M,40, Low,1615,0
145,1,M,80, High,82,0
145,1,M,80, Low,303,0
145,1,M,125, High,14,0
145,1,M,125, Low,68,0
145,1,F,40, High,440,0
145,1,F,40, Low,1620,0
145,1,F,80, High,69,0
145,1,F,80, Low,313,0
145,1,F,125, High,14,0
145,1,F,125, Low,76,0
146,2,M,40, High,1448,0
146,2,M,40, Low,629,0
146,2,M,80, High,282,0
146,2,M,80, Low,105,0
146,2,M,125, High,37,0
146,2,M,125, Low,33,0
146,2,F,40, High,1415,0
146,2,F,40, Low,636,0
146,2,F,80, High,237,0
146,2,F,80, Low,104,0
146,2,F,125, High,55,0
146,2,F,125, Low,19,0
146,1,M,40, High,386,0
146,1,M,40, Low,1615,0
146,1,M,80, High,82,0
146,1,M,80, Low,303,0
146,1,M,125, High,14,0
146,1,M,125, Low,68,0
146,1,F,40, High,440,0
146,1,F,40, Low,1620,0
146,1,F,80, High,69,0
146,1,F,80, Low,313,0
146,1,F,125, High,14,0
146,1,F,125, Low,76,0
147,2,M,40, High,1448,0
147,2,M,40, Low,629,0
147,2,M,80, High,282,0
147,2,M,80, Low,105,0
147,2,M,125, High,37,0
147,2,M,125, Low,33,0
147,2,F,40, High,1415,0
147,2,F,40, Low,636,0
147,2,F,80, High,237,0
147,2,F,80, Low,104,0
147,2,F,125, High,55,0
147,2,F,125, Low,19,0
147,1,M,40, High,386,0
147,1,M,40, Low,1614,0
147,1,M,80, High,82,0
147,1,M,80, Low,304,0
147,1,M,125, High,14,0
147,1,M,125, Low,68,0
147,1,F,40, High,440,0
147,1,F,40, Low,1619,0
147,1,F,80, High,69,0
147,1,F,80, Low,314,0
147,1,F,125, High,14,0
147,1,F,125, Low,76,0
148,2,M,40, High,1448,0
148,2,M,40, Low,629,0
148,2,M,80, High,282,0
148,2,M,80, Low,105,0
148,2,M,125, High,37,0
148,2,M,125, Low,33,0
148,2,F,40, High,1415,0
148,2,F,40, Low,636,0
148,2,F,80, High,237,0
148,2,F,80, Low,104,0
148,2,F,125, High,55,0
148,2,F,125, Low,19,0
148,1,M,40, High,386,0
148,1,M,40, Low,1614,0
148,1,M,80, High,82,0
148,1,M,80, Low,304,0
148,1,M,125, High,14,0
148,1,M,125, Low,68,0
148,1,F,40, High,440,0
148,1,F,40, Low,1619,0
148,1,F,80, High,69,0
148,1,F,80, Low,314,0
148,1,F,125, High,14,0
148,1,F,125, Low,76,0
149,2,M,40, High,1448,0
149,2,M,40, Low,629,0
149,2,M,80, High,282,0
149,2,M,80, Low,105,0
149,2,M,125, High,37,0
149,2,M,125, Low,33,0
149,2,F,40, High,1415,0
149,2,F,40, Low,636,0
149,2,F,80, High,237,0
149,2,F,80, Low,104,0
149,2,F,125, High,55,0
149,2,F,125, Low,19,0
149,1,M,40, High,386,0
149,1,M,40, Low,1614,0
149,1,M,80, High,82,0
149,1,M,80, Low,304,0
149,1,M,125, High,14,0
149,1,M,125, Low,68,0
149,1,F,40, High,440,0
149,1,F,40, Low,1619,0
149,1,F,80, High,69,0
149,1,F,80, Low,314,0
149,1,F,125, High,14,0
149,1,F,125, Low,76,0
